prompt,user_query,gold_label,predicted_label,match
"Classify a banking-related user query into a single given intent.

User query:
If i want to change my pin number can I directly from an ATM?
",If i want to change my pin number can I directly from an ATM?,change_pin,pin_blocked,FALSE
"Classify a banking-related user query into a single given intent.

User query:
At what ATM can I change my PIN?
",At what ATM can I change my PIN?,change_pin,atm_support,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I have a transfer that is pending.
",I have a transfer that is pending.,pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I pay with my card anywhere?
",Can I pay with my card anywhere?,card_acceptance,country_support,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why hasn't a transaction I did to my friend arrived yet?
",Why hasn't a transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,pending_transfer,FALSE
"Classify a banking-related user query into a single given intent.

User query:
It looks like a payment I've made hasn't made it through yet.
",It looks like a payment I've made hasn't made it through yet.,pending_card_payment,pending_card_payment,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I change my pin at ATMs?  If so, what ones?
","Can I change my pin at ATMs?  If so, what ones?",change_pin,atm_support,FALSE
"Classify a banking-related user query into a single given intent.

User query:
This is the first time I've tried to get my money out of an ATM and it didn't work. Please give me my money
",This is the first time I've tried to get my money out of an ATM and it didn't work. Please give me my money,declined_cash_withdrawal,declined_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How come I have pending transfers?
",How come I have pending transfers?,pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I am seeing inside the App a some cash withdrawal that is not mine
",I am seeing inside the App a some cash withdrawal that is not mine,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Where can I find an ATM?
",Where can I find an ATM?,atm_support,atm_support,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Waiting for the cash I deposited this morning still
",Waiting for the cash I deposited this morning still,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,TRUE
"Classify a banking-related user query into a single given intent.

User query:
where did my funds come from?
",where did my funds come from?,verify_source_of_funds,receiving_money,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Will the card be a Mastercard or a Visa?
",Will the card be a Mastercard or a Visa?,visa_or_mastercard,visa_or_mastercard,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I just sent money but the person I sent it to doesn't see it. What happened?
",I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient,receiving_money,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.
",Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
why top up is not working even if I got my American Express in Apple Bay?
",why top up is not working even if I got my American Express in Apple Bay?,apple_pay_or_google_pay,top_up_failed,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying.
",Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying.,reverted_card_payment?,declined_card_payment,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why are my withdrawals suddenly being declined?
",Why are my withdrawals suddenly being declined?,declined_cash_withdrawal,declined_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Do you have the best exchange rate?
",Do you have the best exchange rate?,exchange_rate,exchange_rate,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I can't get google pay to work right.
",I can't get google pay to work right.,apple_pay_or_google_pay,apple_pay_or_google_pay,TRUE
"Classify a banking-related user query into a single given intent.

User query:
What do I do if I think someone has used my card?
",What do I do if I think someone has used my card?,compromised_card,compromised_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?
","Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",top_up_failed,top_up_failed,TRUE
"Classify a banking-related user query into a single given intent.

User query:
i have been trying to top up my account with a check but it won't work
",i have been trying to top up my account with a check but it won't work,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do I complete the ID check?
",How do I complete the ID check?,verify_my_identity,verify_my_identity,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Do I have to use bank approved ATM's
",Do I have to use bank approved ATM's,atm_support,atm_support,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My new card isn't in my app, how do I get it in there?
","My new card isn't in my app, how do I get it in there?",card_linking,card_linking,TRUE
"Classify a banking-related user query into a single given intent.

User query:
When do you charge fees on accounts? I just saw a charge on my statement.
",When do you charge fees on accounts? I just saw a charge on my statement.,card_payment_fee_charged,charged_fee,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.
",Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,compromised_card,compromised_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I'd like to have extra cards. Will I have to pay for that?
",I'd like to have extra cards. Will I have to pay for that?,getting_spare_card,getting_spare_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?
",My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,top_up_failed,top_up_failed,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I didn't make the direct debit payment on my account.
",I didn't make the direct debit payment on my account.,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do I get my money back for a duplicated charge?
",How do I get my money back for a duplicated charge?,transaction_charged_twice,chargeback,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why isn't my id verifying?
",Why isn't my id verifying?,unable_to_verify_identity,unable_to_verify_identity,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How long will my transfer be pending?
",How long will my transfer be pending?,pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
After a transfer, I see an extra fee.  Why?
","After a transfer, I see an extra fee.  Why?",transfer_fee_charged,charged_fee,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.
",Somebody made a withdrawal from my account for 500. I have my card so how can this be? Does somebody have a duplicate card or something? Help please.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I did a cash deposit to my account but it doesn't show up
",I did a cash deposit to my account but it doesn't show up,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I want to change the wrong exchange rate.
",I want to change the wrong exchange rate.,card_payment_wrong_exchange_rate,charged_exchange_rate_wrong,FALSE
"Classify a banking-related user query into a single given intent.

User query:
There is an extra small charge on my card! What do I do?
",There is an extra small charge on my card! What do I do?,extra_charge_on_statement,extra_charge_on_statement,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.
","I just bought an item and would like to stop payment, is this possible?  The item has not been received yet.",request_refund,cancel_transfer,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why won't you accept my payment? I keep trying with this card and it's not working.
",Why won't you accept my payment? I keep trying with this card and it's not working.,declined_card_payment,declined_card_payment,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My card still hasn't been delivered
",My card still hasn't been delivered,card_arrival,card_arrival,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do I add cash to my account?
",How do I add cash to my account?,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I don't know where a direct debit payment came from
",I don't know where a direct debit payment came from,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I am not sure how this will work, but I have not received a product I ordered.  I want a refund, but should I just cancel the payment?
","I am not sure how this will work, but I have not received a product I ordered.  I want a refund, but should I just cancel the payment?",request_refund,chargeback,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What fee will be charged for exchanges?
",What fee will be charged for exchanges?,exchange_charge,exchange_charge,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How can I find your exchange rates?
",How can I find your exchange rates?,exchange_rate,exchange_rate,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I am still waiting for a transfer to show
",I am still waiting for a transfer to show,pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How many active transactions can I make with a disposable card?
",How many active transactions can I make with a disposable card?,disposable_card_limits,disposable_card_limits,TRUE
"Classify a banking-related user query into a single given intent.

User query:
There is a cash withdrawl I don't remember.
",There is a cash withdrawl I don't remember.,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Are there any places that won't take my card?
",Are there any places that won't take my card?,card_acceptance,card_not_working,FALSE
"Classify a banking-related user query into a single given intent.

User query:
My account is showing a double charge.
",My account is showing a double charge.,transaction_charged_twice,extra_charge_on_statement,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?
",Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?,cash_withdrawal_charge,cash_withdrawal_charge,TRUE
"Classify a banking-related user query into a single given intent.

User query:
It seems that the rate I got is incorrect.
",It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate,charged_exchange_rate_wrong,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How do I know what my PIN is?
",How do I know what my PIN is?,get_physical_card,passcode_forgotten,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How much would I be charged for a transfer?
",How much would I be charged for a transfer?,top_up_by_bank_transfer_charge,charged_fee,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Can I track my card while it is in the process of delivery?
",Can I track my card while it is in the process of delivery?,card_arrival,card_delivery_estimate,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How do I get my card into the app?
",How do I get my card into the app?,card_linking,card_linking,TRUE
"Classify a banking-related user query into a single given intent.

User query:
how do I speed up identity verification?
",how do I speed up identity verification?,why_verify_identity,verify_my_identity,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I believe you charged me too much to exchange my money
",I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate,exchange_charge,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I need to delete my account, please.
","I need to delete my account, please.",terminate_account,close_account,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.
",Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,declined_card_payment,declined_card_payment,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My card arrived but I don't know how to get my PIN.
",My card arrived but I don't know how to get my PIN.,get_physical_card,activate_my_card,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Why am I unable to transfer money when I was able to before?
",Why am I unable to transfer money when I was able to before?,beneficiary_not_allowed,declined_transfer,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.
",Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,lost_or_stolen_card,lost_or_stolen_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do you find the exchange rate?
",How do you find the exchange rate?,exchange_rate,exchange_rate,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Someone may have made an error in figuring out the rate of exchange.  I should have received more cash than I did on my most recent withdrawal.
",Someone may have made an error in figuring out the rate of exchange.  I should have received more cash than I did on my most recent withdrawal.,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
There is a direct debit transaction that I did not authorize
",There is a direct debit transaction that I did not authorize,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
after i got married i need to change my name
",after i got married i need to change my name,edit_personal_details,edit_personal_details,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How can I receive my salary in another currency?
",How can I receive my salary in another currency?,receiving_money,receiving_money,TRUE
"Classify a banking-related user query into a single given intent.

User query:
What businesses can I use this card with?
",What businesses can I use this card with?,card_acceptance,supported_cards_and_currencies,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I cannot find my refund on my statement.
",I cannot find my refund on my statement.,Refund_not_showing_up,refund_not_received,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How do I go about getting hold of a virtual card?
",How do I go about getting hold of a virtual card?,getting_virtual_card,getting_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Why didn't I receive the right amount of cash at the ATM?
",Why didn't I receive the right amount of cash at the ATM?,wrong_amount_of_cash_received,wrong_amount_of_cash_received,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I was declined when I tried to take out cash!
",I was declined when I tried to take out cash!,declined_cash_withdrawal,declined_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
If I don't have much money in the account can I auto top-up?
",If I don't have much money in the account can I auto top-up?,automatic_top_up,automatic_top_up,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.
","Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.",pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?
","I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?",request_refund,chargeback,FALSE
"Classify a banking-related user query into a single given intent.

User query:
After I got my cash, I found out my exchange rate was wrong.
","After I got my cash, I found out my exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can you explain why I was charged extra when I used the card?
",Can you explain why I was charged extra when I used the card?,card_payment_fee_charged,extra_charge_on_statement,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I tried to transfer funds to a beneficiary and was denied. Can you tell me why?
",I tried to transfer funds to a beneficiary and was denied. Can you tell me why?,beneficiary_not_allowed,beneficiary_not_allowed,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Why am I getting declines when trying to make a purchase online?
",Why am I getting declines when trying to make a purchase online?,declined_transfer,declined_card_payment,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I asked for cash but I did not receive all the funds
",I asked for cash but I did not receive all the funds,wrong_amount_of_cash_received,wrong_amount_of_cash_received,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Given a choice, I'd rather have Mastercard.
","Given a choice, I'd rather have Mastercard.",visa_or_mastercard,visa_or_mastercard,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I placed a cash deposit in my account but I can't see it yet.
",I placed a cash deposit in my account but I can't see it yet.,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Is it simple to transfer money using my credit card?
",Is it simple to transfer money using my credit card?,topping_up_by_card,top_up_by_card_charge,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What if there is an error on the exchange rate?
",What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate,charged_exchange_rate_wrong,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Please tell me about disposable cards.
",Please tell me about disposable cards.,get_disposable_virtual_card,get_disposable_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My salary is deposited in GBP. Do I need to choose the currency?
",My salary is deposited in GBP. Do I need to choose the currency?,receiving_money,receiving_money,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?
",I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,pending_cash_withdrawal,pending_transfer,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What do you use to figure out the exchange rate for the card?
",What do you use to figure out the exchange rate for the card?,exchange_rate,exchange_rate,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Why should I verify the top-up?
",Why should I verify the top-up?,verify_top_up,why_verify_identity,FALSE
"Classify a banking-related user query into a single given intent.

User query:
It looks like my card payment was sent back.
",It looks like my card payment was sent back.,reverted_card_payment?,reverted_card_payment,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What is the expected delivery date for my card?
",What is the expected delivery date for my card?,card_arrival,card_delivery_estimate,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Can I have a card even if I am not living in the UK?
",Can I have a card even if I am not living in the UK?,country_support,country_support,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I know there's money in my account, why did my account decline me?
","I know there's money in my account, why did my account decline me?",declined_card_payment,declined_card_payment,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How can I verify my top-up card?
",How can I verify my top-up card?,verify_top_up,card_linking,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Is the exchange rate the same on weekends as the weekdays?
",Is the exchange rate the same on weekends as the weekdays?,exchange_rate,exchange_rate,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Is there a problem with the payment that I see is still pending?
",Is there a problem with the payment that I see is still pending?,pending_card_payment,pending_card_payment,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Why am I being asked to verify my identity?
",Why am I being asked to verify my identity?,why_verify_identity,why_verify_identity,TRUE
"Classify a banking-related user query into a single given intent.

User query:
You operate in which countries?
",You operate in which countries?,country_support,country_support,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I need help finding the verification code on the top up card.
",I need help finding the verification code on the top up card.,verify_top_up,top_up_by_card_charge,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I attempted to get cash in the ATM but it was not authorized
",I attempted to get cash in the ATM but it was not authorized,declined_cash_withdrawal,declined_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?
",There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,extra_charge_on_statement,pending_card_payment,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What do the disposable cards do?
",What do the disposable cards do?,get_disposable_virtual_card,get_disposable_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How does identity check work?
",How does identity check work?,why_verify_identity,verify_my_identity,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives
",I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed,top_up_failed,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How can I dispute a direct debit transaction?
",How can I dispute a direct debit transaction?,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How can my account have money transferred into it?
",How can my account have money transferred into it?,transfer_into_account,receiving_money,FALSE
"Classify a banking-related user query into a single given intent.

User query:
My card is almost expired.  How fast will I get a new one and what is the cost?
",My card is almost expired.  How fast will I get a new one and what is the cost?,card_about_to_expire,card_about_to_expire,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.
","Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over.",failed_transfer,failed_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do I query a payment on my card? It looks like I have paid for the same thing twice.
",How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice,chargeback,FALSE
"Classify a banking-related user query into a single given intent.

User query:
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.
",I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,cancel_transfer,cancel_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Is my account able to be topped up by my friends?
",Is my account able to be topped up by my friends?,topping_up_by_card,receiving_money,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What is the youngest age for an account?
",What is the youngest age for an account?,age_limit,age_limit,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I tried pulling out money at the ATM and it gave me an incorrect amount back.
",I tried pulling out money at the ATM and it gave me an incorrect amount back.,wrong_amount_of_cash_received,wrong_amount_of_cash_received,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How to receive virtual card?
",How to receive virtual card?,getting_virtual_card,getting_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?
","I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",extra_charge_on_statement,extra_charge_on_statement,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I get some help activating my new card?
",Can I get some help activating my new card?,activate_my_card,activate_my_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
What are the steps for the identity checks?
",What are the steps for the identity checks?,verify_my_identity,verify_my_identity,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can this app exchange American and English currency?
",Can this app exchange American and English currency?,exchange_via_app,exchange_via_app,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?
",I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,wrong_amount_of_cash_received,wrong_amount_of_cash_received,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I receive money in a different countries money?
",Can I receive money in a different countries money?,receiving_money,receiving_money,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I was not able to receive the correct amount of cash.
",I was not able to receive the correct amount of cash.,wrong_amount_of_cash_received,wrong_amount_of_cash_received,TRUE
"Classify a banking-related user query into a single given intent.

User query:
How do I input a new address?
",How do I input a new address?,edit_personal_details,edit_personal_details,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My card is not working at stores.
",My card is not working at stores.,declined_card_payment,card_not_working,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How can I switch on my new card?
",How can I switch on my new card?,activate_my_card,activate_my_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I set it up to add money every few days automatically while I am traveling?
",Can I set it up to add money every few days automatically while I am traveling?,automatic_top_up,automatic_top_up,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I'm not sure why my card didn't work
",I'm not sure why my card didn't work,declined_card_payment,card_not_working,FALSE
"Classify a banking-related user query into a single given intent.

User query:
When will my transfer move from pending to confirmed?
",When will my transfer move from pending to confirmed?,pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I'm interested in getting a virtual card.  How do I get one?
",I'm interested in getting a virtual card.  How do I get one?,getting_virtual_card,getting_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I add to my account using a cheque?
",Can I add to my account using a cheque?,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I have kids and I'm curious at what age could they start to use your service.
",I have kids and I'm curious at what age could they start to use your service.,age_limit,age_limit,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?
",I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal,pending_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
why do I have to show my ID
",why do I have to show my ID,verify_my_identity,why_verify_identity,FALSE
"Classify a banking-related user query into a single given intent.

User query:
what is the exchange rate when i get cash
",what is the exchange rate when i get cash,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?
",I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understand?,direct_debit_payment_not_recognised,card_payment_fee_charged,FALSE
"Classify a banking-related user query into a single given intent.

User query:
It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?
","It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer,pending_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
What is the status of my top up?
",What is the status of my top up?,top_up_reverted,top_up_reverted,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can anyone else top-up for me?
",Can anyone else top-up for me?,topping_up_by_card,top_up_limits,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How do I receive a disposable virtual card?
",How do I receive a disposable virtual card?,get_disposable_virtual_card,get_disposable_virtual_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I have transfered to my account before but it is being declined now?
",I have transfered to my account before but it is being declined now?,declined_transfer,declined_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Is it possible to have a second card?
",Is it possible to have a second card?,getting_spare_card,getting_spare_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
My card was used without my permission, what do I do?
","My card was used without my permission, what do I do?",compromised_card,compromised_card,TRUE
"Classify a banking-related user query into a single given intent.

User query:
What is the $1 transaction on my account?
",What is the $1 transaction on my account?,extra_charge_on_statement,extra_charge_on_statement,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I wish to remove my account.
",I wish to remove my account.,terminate_account,close_account,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.
",Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,card_payment_fee_charged,extra_charge_on_statement,FALSE
"Classify a banking-related user query into a single given intent.

User query:
What cards do you offer?
",What cards do you offer?,visa_or_mastercard,get_physical_card,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Is there a reason why my virtual card won't work?
",Is there a reason why my virtual card won't work?,virtual_card_not_working,card_not_working,FALSE
"Classify a banking-related user query into a single given intent.

User query:
How do I get a new card as your machine swallowed mine!
",How do I get a new card as your machine swallowed mine!,card_swallowed,card_swallowed,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can I use it outside of Europe?
",Can I use it outside of Europe?,country_support,country_support,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Can you tell me why I haven't received my new card yet?
",Can you tell me why I haven't received my new card yet?,card_arrival,card_arrival,TRUE
"Classify a banking-related user query into a single given intent.

User query:
I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow
",I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,cancel_transfer,cancel_transfer,TRUE
"Classify a banking-related user query into a single given intent.

User query:
Is the verification number on the top up card
",Is the verification number on the top up card,verify_top_up,top_up_by_card_charge,FALSE
"Classify a banking-related user query into a single given intent.

User query:
Where can the cards be delivered?
",Where can the cards be delivered?,order_physical_card,card_delivery_estimate,FALSE
